"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 22 17:50:00 BRST 2021","Fri Jan 22 17:52:37 BRST 2021","157976","","Troca:","","Troca:","Troca | {""testName"":""TC016 - Cta Normal c/ Master x Master"",""originAcc"":""1795"",""finalAcc"":""24345"",""stock"":""TOTS3"",""side"":""Compra"",""line"":""0"",""undo"":""Yes"",""dma"":""DmaY"",""colo"":""ColoN""}","Troca | {""testName"":""TC016 - Cta Normal c/ Master x Master"",""originAcc"":""1795"",""finalAcc"":""24345"",""stock"":""TOTS3"",""side"":""Compra"",""line"":""0"",""undo"":""Yes"",""dma"":""DmaY"",""colo"":""ColoN""}",""
